Name,ID,Nearest Town,County
Twin,69050400,Munger,St. Louis
Twin,69050500,Munger,St. Louis
Twin,69096700,Duluth,St. Louis
Ugstad Mine Pit,69148100,Duluth,St. Louis
Unnamed,69012200,Duluth,St. Louis
Unnamed,69022600,Duluth,St. Louis
Unnamed,69023600,Fredenberg,St. Louis
Unnamed,69023900,Arnold,St. Louis
Unnamed,69027300,Ely,St. Louis
Unnamed,69029300,Burntside Lake,St. Louis
Unnamed,69032000,Burntside Lake,St. Louis
Unnamed,69039800,Fredenberg,St. Louis
Unnamed,69042400,Palo,St. Louis
Unnamed,69044300,Wahlsten,St. Louis
Unnamed,69050200,Simar,St. Louis
Unnamed,69054900,Makinen,St. Louis
Unnamed,69055400,McKinley,St. Louis
Unnamed,69057600,Elcor,St. Louis
Unnamed,69059800,Crane Lake,St. Louis
Unnamed,69062500,Independence (St. Louis),St. Louis
Unnamed,69071600,Wolf,St. Louis
Unnamed,69072400,Hopper,St. Louis
Unnamed,69076700,Paupores,St. Louis
Unnamed,69078300,Buhl,St. Louis
Unnamed,69083500,Kabetogama,St. Louis
Unnamed,69083600,Kettle Falls,St. Louis
Unnamed,69086900,Gappas Landing Campground,St. Louis
Unnamed,69088300,Goodland,St. Louis
Unnamed,69089200,Silica,St. Louis
Unnamed,69092900,Side Lake,St. Louis
Unnamed,69095200,Fredenberg,St. Louis
Unnamed,69095300,Fredenberg,St. Louis
Unnamed,69096500,Duluth,St. Louis
Unnamed,69097500,Fond du Lac,St. Louis
Unnamed,69118300,Fredenberg,St. Louis
Unnamed,69128400,Ely,St. Louis
Unnamed,69132600,Peary,St. Louis
Unnamed,69145000,,St. Louis
Unnamed,69145100,,St. Louis
Unnamed,69145200,,St. Louis
Unnamed,69145300,,St. Louis
Unnamed,69145400,,St. Louis
Unnamed,69145500,,St. Louis
Unnamed,69145600,,St. Louis
Unnamed,69145700,,St. Louis
Unnamed,69145800,,St. Louis
Unnamed,69145900,,St. Louis
Unnamed,69146000,,St. Louis
Unnamed,69146100,,St. Louis
Unnamed,69146200,,St. Louis
Unnamed,69147400,,St. Louis
Unnamed,69147500,,St. Louis
Upper Comstock,69041201,Whiteface,St. Louis
Upper Estuary,69129104,,St. Louis
Upper Pauness,69046500,Crane Lake,St. Louis
Upstead,69089000,Hull,St. Louis
Vermilion,69037800,Tower,St. Louis
Vermilion River,69061300,Buyck,St. Louis
Virginia,69066300,Virginia,St. Louis
Wabuse,69040800,Markham,St. Louis
Wagosh,69008800,,St. Louis
Waksapiwi,69046800,Crane Lake,St. Louis
War Club,69093700,International Falls,St. Louis
Warren,69001700,Rollins,St. Louis
Watercress,69079700,Idington,St. Louis
Waymier,69092100,Side Lake,St. Louis
Weir,69083100,Kettle Falls,St. Louis
Welcome,69090200,Keewatin,St. Louis
West Elbow,69074500,Gheen,St. Louis
West Robinson,69021700,Ely,St. Louis
West Sturgeon,69093903,Chisholm,St. Louis
West Twin,69016302,,St. Louis
West Twin,69016700,Burntside,St. Louis
West Twin,69069600,Brookston,St. Louis
West Two Rivers Reservoir,69099400,Mountain Iron,St. Louis
West Vermilion,69037802,,St. Louis
Western,69037900,Burntside Lake,St. Louis
Wet,69128700,Rollins,St. Louis
Wheel,69073500,Britt,St. Louis
Whisper,69005900,Ely,St. Louis
Whitchel,69053100,Shaw,St. Louis
White,69003000,Two Harbors,St. Louis
White,69057100,Elcor,St. Louis
White Feather,69019200,Winton,St. Louis
White Iron,69000400,Ely,St. Louis
Whiteface Reservoir,69037500,Markham,St. Louis
Whitewater,69037600,Hoyt Lakes,St. Louis
Wiggle,69132200,Markham,St. Louis
Wigwam,69014000,Rollins,St. Louis
Wild Rice,69037100,Duluth,St. Louis
Williams,69063200,Cotton,St. Louis
Wilson,69054200,Cotton,St. Louis
Winchester,69069000,Orr,St. Louis
Winkle,69052200,Shaw,St. Louis
Wiyapka,69075900,Kettle Falls,St. Louis
Wolf,69014300,Two Harbors,St. Louis
Wolf,69016100,Ely,St. Louis
Wolf,69058200,Tower,St. Louis
Wynne,69043402,Aurora,St. Louis
Wynne/Sabin,69043400,,St. Louis
Yates,69078000,Kinney,St. Louis
Young,69063500,Melrude,St. Louis
Abinodji,38050700,Prairie Portage,Lake
Adams,38015300,Ely,Lake
Adventure,38051200,Prairie Portage,Lake
Agamok,38001100,Prairie Portage,Lake
Ahmakose,38036500,Prairie Portage,Lake
Ahsub,38051600,Ely,Lake
Alger,38005400,Cramer,Lake
Alice,38033000,Forest Center,Lake
Alseth,38092200,Greenwood Junction,Lake
Alworth,38040100,Prairie Portage,Lake
Amber,38033600,Forest Center,Lake
Amoeber,38022700,Prairie Portage,Lake
Anit,38015700,Forest Center,Lake
Annie,38019500,Prairie Portage,Lake
Arkose,38038200,Prairie Portage,Lake
Arrow - 2,38030400,Forest Center,Lake
Arrow - 3,38031000,Forest Center,Lake
Artlip,38002100,Cramer,Lake
Ashdick,38021000,Prairie Portage,Lake
Ashigan,38050200,Prairie Portage,Lake
August,38069100,Isabella,Lake
Azion,38078700,Winton,Lake
Baird,38069400,Happy Wanderer,Lake
Bald Eagle,38063700,Silver Rapids,Lake
Balsam,38024500,Finland,Lake
Bandana,38056500,Happy Wanderer,Lake
Barter,38019700,Prairie Portage,Lake
Baskatong,38007300,Isabella,Lake
Basswood,38064500,Ely,Lake
Bean,38040900,Silver Bay,Lake
Bear,38040500,Beaver Bay,Lake
Bear,38040800,Silver Bay,Lake
Beaver,38022300,Prairie Portage,Lake
Beaver Hut,38073700,Isabella,Lake
Becoosin,38047200,Ely,Lake
Beetle,38055100,Isabella,Lake
Benezie,38047300,Ely,Lake
Benson,38001800,Finland,Lake
Besho,38004000,Sawbill Landing,Lake
Bill,38008500,Forest Center,Lake
Bine,38043700,Isabella,Lake
Birch,38053200,Ely,Lake
Blesener,38001700,Finland,Lake
Bluebill,38026100,Manitou Junction,Lake
Bog,38044300,Forest Center,Lake
Boga,38031500,Forest Center,Lake
Bogberry,38069900,Happy Wanderer,Lake
Bonanza,38002500,Cramer,Lake
Bone,38006500,Tofte,Lake
Bonga,38076200,Happy Wanderer,Lake
Bonnie,38039000,Prairie Portage,Lake
Boot,38050300,Prairie Portage,Lake
Boulder,38014000,Prairie Portage,Lake
Bow,38032400,Forest Center,Lake
Brewis,38058700,Forest Center,Lake
Bright,38079000,Winton,Lake
Browns,38078000,Ely,Lake
Bruin,38070200,Silver Rapids,Lake
Bugo,38022200,Forest Center,Lake
Bullet,38081500,Winton,Lake
Bullfrog,38016500,Prairie Portage,Lake
Bunny,38029300,Isabella,Lake
Cabin,38026000,Manitou Junction,Lake
Cacabic,38032900,Prairie Portage,Lake
Cache,38047700,Ely,Lake
Calico,38019600,Prairie Portage,Lake
Camdre,38058300,Forest Center,Lake
Camp,38078900,Winton,Lake
Campers,38067900,Happy Wanderer,Lake
Canal,38005702,,Lake
Canoe,38017300,Prairie Portage,Lake
Cap,38013700,Prairie Portage,Lake
Carol,38034000,Forest Center,Lake
Carp,38052100,Prairie Portage,Lake
Cat,38055600,Isabella,Lake
Cattyman,38051000,Prairie Portage,Lake
Cedar,38081000,Ely,Lake
Chaco,38021300,Prairie Portage,Lake
Charity,38005500,Isabella,Lake
Cherry,38016600,Prairie Portage,Lake
Chipmunk,38066900,Happy Wanderer,Lake
Chippewa,38080900,Winton,Lake
Chow,38077000,Happy Wanderer,Lake
Christianson,38075000,Wales,Lake
Clam,38017500,Prairie Portage,Lake
Clark,38064700,McNair,Lake
Clear,38072200,Ely,Lake
Clearwater,38063800,Silver Rapids,Lake
Cloquet,38053900,Finland,Lake
Coffee,38006400,Isabella,Lake
Comfort,38029000,Martin Landing,Lake
Conchu,38072000,Ely,Lake
Cook,38000400,Schroeder,Lake
Cook County,38001000,Prairie Portage,Lake
Cougar,38076700,Isabella,Lake
Cramer,38001400,Cramer,Lake
Cramer Homestead,38024600,Finland,Lake
Crooked,38002400,Finland,Lake
Crooked,38081700,Ely,Lake
Crooked (East Bay),38002401,,Lake
Crooked (West Bay),38002402,,Lake
Cross River,38000200,Schroeder,Lake
Crosscut,38025700,Isabella,Lake
Dam Five,38005300,Isabella,Lake
Dan,38085300,Winton,Lake
Deep,38066800,Isabella,Lake
Delay,38041500,Isabella,Lake
Delta,38052700,Prairie Portage,Lake
Denley,38077300,Babbitt,Lake
Diana,38045900,Isabella,Lake
Dime,38092100,Kelly Landing,Lake
Disappointment,38048800,Ely,Lake
Discovery,38060200,Prairie Portage,Lake
Divide,38025600,Isabella,Lake
Dix,38039100,Prairie Portage,Lake
Doyle,38024900,Finland,Lake
Dragon,38055200,Isabella,Lake
Drake,38092300,Whyte,Lake
Driller,38065200,Greenwood Junction,Lake
Dumbbell,38039300,Isabella,Lake
Dunnigan,38066400,Isabella,Lake
Dutton,38017100,Prairie Portage,Lake
East,38002000,Schroeder,Lake
East Chub,38067400,Isabella,Lake
Echo,38002800,Finland,Lake
Eddy,38018700,Prairie Portage,Lake
Egge,38024400,Maple (Lake),Lake
Eighteen,38043200,Isabella,Lake
Eikala,38067700,Isabella,Lake
Elixir,38021800,Isabella,Lake
Ella Hall,38072700,Silver Rapids,Lake
Ellen,38043600,,Lake
Elton,38012600,Prairie Portage,Lake
Ensign,38049800,Ely,Lake
Eskwagama,38070700,Silver Rapids,Lake
Ester,38020700,Prairie Portage,Lake
Explorer,38039900,Prairie Portage,Lake
Faith,38016000,Prairie Portage,Lake
Fall,38081100,Winton,Lake
Fallen Arch,38046100,Forest Center,Lake
Farm,38077900,Ely,Lake
Fee,38013200,Prairie Portage,Lake
Ferne,38031100,Forest Center,Lake
Finn Pond,38042700,Isabella,Lake
Fire,38048300,Forest Center,Lake
Fish,38016100,Prairie Portage,Lake
Fish Fry,38057100,,Lake
Fishdance,38034300,Forest Center,Lake
Fisher,38032200,Prairie Portage,Lake
Fishfry,38057200,Isabella,Lake
Flash,38063000,Ely,Lake
Flat Horn,38056800,Isabella,Lake
Fools,38076100,Happy Wanderer,Lake
Found,38062000,Ely,Lake
Four,38052800,Forest Center,Lake
Fourth McDougal,38065700,Isabella,Lake
Fourtown,38081300,Winton,Lake
Fran,38077100,Happy Wanderer,Lake
Frank,38042800,Kelly Landing,Lake
Fraser,38037200,Prairie Portage,Lake
Frog,38052000,Ely,Lake
Frond,38009400,Forest Center,Lake
Fry,38041100,Finland,Lake
Fulton,38005600,Isabella,Lake
Gabbro,38070100,Silver Rapids,Lake
Gander,38055400,Isabella,Lake
Garden,38078200,Ely,Lake
Gegoka,38057300,Isabella,Lake
Gerund,38036600,Prairie Portage,Lake
Gibson,38050800,Prairie Portage,Lake
Gift,38016200,Prairie Portage,Lake
Gijikiki,38020900,Prairie Portage,Lake
Glacier Pond,38071200,,Lake
Glacier Pond 1,38071201,Ely,Lake
Glacier Pond 2,38071202,Ely,Lake
Goldeneye,38002900,Schroeder,Lake
Good,38072600,Prairie Portage,Lake
Grass,38063500,Isabella,Lake
Green Wing,38026400,Sawbill Landing,Lake
Greenstone,38071800,Ely,Lake
Greenwood,38065600,Isabella,Lake
Griddle,38062900,Prairie Portage,Lake
Grouse,38055700,Isabella,Lake
Grub,38050400,Prairie Portage,Lake
Gull,38059000,Forest Center,Lake
Gunsten,38066700,Happy Wanderer,Lake
Gypo,38079800,Winton,Lake
Gypsy,38066500,Isabella,Lake
Ham,38033900,Forest Center,Lake
Hanson,38020600,Prairie Portage,Lake
Harbor,38052500,Forest Center,Lake
Hare,38002600,Schroeder,Lake
Harmony,38037700,Prairie Portage,Lake
Harriet,38004800,Isabella,Lake
Harris,38073600,Ely,Lake
Hatchet,38036900,Prairie Portage,Lake
Haven,38050500,Prairie Portage,Lake
Hazel,38006900,Forest Center,Lake
Heart,38069200,Happy Wanderer,Lake
Helen,38044800,Wheeler Landing,Lake
Hide,38055300,Happy Wanderer,Lake
Highland,38075300,Two Harbors,Lake
Highlife,38067300,Isabella,Lake
Hjalmer,38075800,Toimi,Lake
Hoe,38014300,Prairie Portage,Lake
Hogback,38005700,Isabella,Lake
Hogback,38005701,,Lake
Hoist,38025100,Manitou Junction,Lake
Holt,38017800,Prairie Portage,Lake
Homestead,38026900,Isabella,Lake
Hope,38031900,Forest Center,Lake
Horse,38079200,Winton,Lake
Horseshoe,38058000,Forest Center,Lake
Hudson,38048400,Forest Center,Lake
Hula,38072800,Prairie Portage,Lake
Ima,38040000,Ely,Lake
Indiana,38072500,Prairie Portage,Lake
Inga,38054900,Kelly Landing,Lake
Insula,38039700,Ely,Lake
Isabella,38039600,Isabella,Lake
Island River,38028900,Martin Landing,Lake
Jack,38044100,Isabella,Lake
Jackfish,38079400,Prairie Portage,Lake
Jasper,38064100,Prairie Portage,Lake
Jenny,38019400,Prairie Portage,Lake
Jenny (West Bay),38019401,,Lake
Jewell,38071600,Silver Rapids,Lake
Jitterbug,38050900,Prairie Portage,Lake
Johnson,38024200,Finland,Lake
Jordan,38051100,Prairie Portage,Lake
Jouppi,38090900,Isabella,Lake
Jug,38014100,Prairie Portage,Lake
Kane,38065100,McNair,Lake
Kangas,38024100,Kennedy Landing,Lake
Kari,38054100,Whyte,Lake
Katherine,38053800,Finland,Lake
Katydid,38027200,Manitou Junction,Lake
Kawasachong,38007000,Forest Center,Lake
Kawishiwi,38008000,Tofte,Lake
Kek,38022800,Prairie Portage,Lake
Kekekabic,38022600,Prairie Portage,Lake
Kekekabic Pond 1,38018801,Prairie Portage,Lake
Kekekabic Pond 2,38018802,Prairie Portage,Lake
Kekekabic Pond 3,38018803,Prairie Portage,Lake
Kekekabic Ponds,38018800,,Lake
Kempton,38074000,Silver Rapids,Lake
Kennedy,38024300,Kennedy Landing,Lake
Kettle,38039200,Prairie Portage,Lake
Kiana,38033400,Prairie Portage,Lake
Kitigan,38055900,Isabella,Lake
Kivaniva,38010800,Forest Center,Lake
Knife,38040400,Ely,Lake
Koma,38009800,Forest Center,Lake
Kowalski,38001600,Cramer,Lake
Lake of the Clouds,38016900,Prairie Portage,Lake
Langley,38064800,Darby Junction,Lake
Lax,38040600,Finland,Lake
Ledge,38013400,Prairie Portage,Lake
Legler,38064900,Darby Junction,Lake
Lena,38042400,Kelly Landing,Lake
Leskinen,38024000,Finland,Lake
Lillian,38054200,Whyte,Lake
Link,38016300,Prairie Portage,Lake
Little Gabbro,38070300,Silver Rapids,Lake
Little Knife,38022900,Ely,Lake
Little Spring,38083900,Happy Wanderer,Lake
Little Wampus,38068400,Happy Wanderer,Lake
Little Wilson,38005100,Schroeder,Lake
Lost,38000300,Schroeder,Lake
Lunar,38016800,Prairie Portage,Lake
Lunch,38044700,Isabella,Lake
Lupus,38003800,Isabella,Lake
Madden,38070900,Ely,Lake
Maingan,38079600,Winton,Lake
Makwa,38014700,Prairie Portage,Lake
Malberg,38009000,Isabella,Lake
Maniwaki,38030000,Forest Center,Lake
Manomin,38061600,Prairie Portage,Lake
Marathon,38046000,Forest Center,Lake
Marble,38065000,Silver Bay,Lake
Megasoft Pond,38094500,,Lake
Melon,38052200,Prairie Portage,Lake
Meme,38003000,Cramer,Lake
Memegwesi,38044000,Isabella,Lake
Micmac,38023300,Finland,Lake
Midas,38016400,Prairie Portage,Lake
Middle McDougal,38065800,Isabella,Lake
Missionary,38039800,Prairie Portage,Lake
Mist,38020800,Prairie Portage,Lake
Mitawan,38056100,Isabella,Lake
Moccasin,38068000,Isabella,Lake
Moose,38003600,Cramer,Lake
Moose,38064400,Ely,Lake
Moosecamp,38081600,Winton,Lake
Morris,38002700,Schroeder,Lake
Mound,38005900,Cramer,Lake
Mud,38074200,Silver Rapids,Lake
Mueller,38019300,Ely,Lake
Murphy,38075400,Silver Bay,Lake
Muskeg,38078800,Silver Rapids,Lake
Muskrat,38037600,Prairie Portage,Lake
Nabek,38018200,Prairie Portage,Lake
Nawakwa,38020500,Prairie Portage,Lake
Neglige,38049200,Ely,Lake
Newfound,38061900,Ely,Lake
Newton,38078400,Ely,Lake
Nicado,38023000,Finland,Lake
Nickel,38070500,Ely,Lake
Niki,38081400,Winton,Lake
Nine A.M.,38044500,Martin Landing,Lake
Ninemile,38003300,Schroeder,Lake
Nipisiquit,38023200,Illgen City,Lake
North Branch Kawishiwi,38073800,Silver Rapids,Lake
North Lark,38072101,Ely,Lake
North McDougal,38068600,Isabella,Lake
North Wilder,38045200,Isabella,Lake
Norway,38068800,Isabella,Lake
Ogishkemuncie,38018000,Ely,Lake
Ojibway,38064000,Ely,Lake
Omaday,38070600,Silver Rapids,Lake
One,38060500,Ely,Lake
Orchid,38028200,Martin Landing,Lake
Organ,38006700,Schroeder,Lake
Osier,38042000,Isabella,Lake
Ottertrack,38021100,Ely,Lake
Outlaw,38004300,Sawbill Landing,Lake
Ova,38055500,Kelly Landing,Lake
Paccini,38003700,Cramer,Lake
Paco,38019000,Prairie Portage,Lake
Pagami,38063900,Silver Rapids,Lake
Pakwene,38079700,Winton,Lake
Pan,38015100,Forest Center,Lake
Panhandle,38015000,Forest Center,Lake
Papoose,38081800,Winton,Lake
Parent,38052600,Ely,Lake
Pea Soup,38073900,Silver Rapids,Lake
Pearl,38001900,Cramer,Lake
Peavey,38025200,Manitou Junction,Lake
Perent,38022000,Forest Center,Lake
Pickerel,38074100,Ely,Lake
Pickle,38038900,Prairie Portage,Lake
Pietro,38058400,Forest Center,Lake
Pike,38067000,Isabella,Lake
Pitcha,38067600,Happy Wanderer,Lake
Planted,38056400,Isabella,Lake
Polly,38010400,Isabella,Lake
Pompous,38029800,Forest Center,Lake
Pond B,38092700,Prairie Portage,Lake
Portage,38052400,Prairie Portage,Lake
Pose,38045500,Isabella,Lake
Powwow,38030800,Forest Center,Lake
Quadga,38059600,Isabella,Lake
Quartz,38048100,Prairie Portage,Lake
Rabbit,38021400,Prairie Portage,Lake
Railroad,38065500,Whyte,Lake
Range,38081200,Winton,Lake
Rat,38056700,Isabella,Lake
Raven,38011300,Prairie Portage,Lake
Red Dot,38094700,Cramer,Lake
Refuge Pond,38071300,Prairie Portage,Lake
Rifle,38061000,Prairie Portage,Lake
Rivalry,38094800,,Lake
River,38033800,Forest Center,Lake
Rock Island,38061300,Forest Center,Lake
Roe,38013900,Prairie Portage,Lake
Rookie,38071000,Silver Rapids,Lake
Round Island,38041700,Isabella,Lake
Sagus,38022500,Prairie Portage,Lake
Sand,38073500,Isabella,Lake
Sandpit,38078600,Ely,Lake
Sapphire,38044600,Isabella,Lake
Scarp,38005800,Isabella,Lake
Scott,38027100,Manitou Junction,Lake
Section 29,38029200,Isabella,Lake
Section Eight,38025800,Isabella,Lake
Section Twelve,38071400,Ely,Lake
Sedative,38035900,Prairie Portage,Lake
Seed,38052300,Prairie Portage,Lake
Sema,38038600,Prairie Portage,Lake
Shallow,38048900,Prairie Portage,Lake
Shamrock,38068700,Isabella,Lake
Shepo,38037300,Prairie Portage,Lake
Shoepack,38002300,Isabella,Lake
Shoofly,38042200,Isabella,Lake
Short,38007500,Forest Center,Lake
Silver Island,38021900,Isabella,Lake
Sink,38054000,Finland,Lake
Sister,38005000,Sawbill Landing,Lake
Skindance,38019100,Prairie Portage,Lake
Skoota,38038100,Prairie Portage,Lake
Skull,38062400,Ely,Lake
Slate,38066600,Isabella,Lake
Small,38028100,Forest Center,Lake
Smite,38037500,Prairie Portage,Lake
Snowbank,38052900,Ely,Lake
Solitude,38050000,Prairie Portage,Lake
Sonju,38024800,Finland,Lake
Soup,38041300,Baptism Crossing,Lake
South Farm,38077800,Ely,Lake
South Hope,38030100,Forest Center,Lake
South McDougal,38065900,Isabella,Lake
South Wigwam,38000100,Schroeder,Lake
South Wilder,38045300,Isabella,Lake
Spear,38042900,Kelly Landing,Lake
Sphagnum,38057800,Kelly Landing,Lake
Spice,38018900,Prairie Portage,Lake
Spider,38038000,Prairie Portage,Lake
Splash,38053100,Prairie Portage,Lake
Spoon,38038800,Prairie Portage,Lake
Spree,38062300,Prairie Portage,Lake
Spur,38025900,Manitou Junction,Lake
Square,38007400,Isabella,Lake
Steamhaul,38057000,Isabella,Lake
Steer,38092000,Isabella,Lake
Stewart,38074400,Two Harbors,Lake
Stony,38066000,Happy Wanderer,Lake
Strup,38036000,Prairie Portage,Lake
Stub,38078100,Silver Rapids,Lake
Sucker,38053000,Ely,Lake
Sullivan,38075500,Two Harbors,Lake
Sumpet,38028300,Forest Center,Lake
Sundown,38008200,Forest Center,Lake
Surprise,38055000,Isabella,Lake
Swamp,38001200,Prairie Portage,Lake
Swamp,38028500,Isabella,Lake
Swing,38050600,Prairie Portage,Lake
Sylvania,38039500,Isabella,Lake
T,38006600,Schroeder,Lake
Tanner,38025500,Manitou Junction,Lake
Termulo,38046600,Forest Center,Lake
Tetagouche,38023100,Finland,Lake
Thomas,38035100,Prairie Portage,Lake
Thomas,38075100,Two Harbors,Lake
Three,38060000,Forest Center,Lake
Thunderbird,38003100,Schroeder,Lake
Tickle,38000900,Prairie Portage,Lake
Tin Can Mike,38078500,Winton,Lake
Toe,38018400,Prairie Portage,Lake
Tofte,38072400,Ely,Lake
Tommy,38042500,Kelly Landing,Lake
Tony,38069600,Happy Wanderer,Lake
Topaz,38017200,Prairie Portage,Lake
Tornado,38044900,Isabella,Lake
Totem,38021600,Prairie Portage,Lake
Townline,38087100,Forest Center,Lake
Trader,38049000,Prairie Portage,Lake
Trappers,38043100,Isabella,Lake
Treasure,38015400,Prairie Portage,Lake
Triangle,38071500,Ely,Lake
Trident,38049500,Ely,Lake
Trinity,38037100,Prairie Portage,Lake
Turtle,38070400,Silver Rapids,Lake
Twenty Three,38024700,Finland,Lake
Two,38060800,Ely,Lake
Two Deer,38067100,Isabella,Lake
Unnamed,38001500,Cramer,Lake
Unnamed,38015200,Prairie Portage,Lake
Unnamed,38020400,Prairie Portage,Lake
Unnamed,38023400,Maple (Lake),Lake
Unnamed,38023500,Finland,Lake
Unnamed,38025400,Isabella,Lake
Unnamed,38032100,Forest Center,Lake
Unnamed,38032800,Forest Center,Lake
Unnamed,38038300,Prairie Portage,Lake
Unnamed,38056900,Kelly Landing,Lake
Unnamed,38060100,Forest Center,Lake
Unnamed,38061500,Ely,Lake
Unnamed,38063200,Prairie Portage,Lake
Unnamed,38063300,Prairie Portage,Lake
Unnamed,38063400,Ely,Lake
Unnamed,38066200,Isabella,Lake
Unnamed,38069000,Happy Wanderer,Lake
Unnamed,38076900,Babbitt,Lake
Unnamed,38077600,Happy Wanderer,Lake
Unnamed,38083300,Isabella,Lake
Unnamed,38083600,Happy Wanderer,Lake
Unnamed,38084600,Prairie Portage,Lake
Unnamed,38085200,Prairie Portage,Lake
Uranus,38071900,Silver Rapids,Lake
Van,38011700,Prairie Portage,Lake
Vee,38013100,Prairie Portage,Lake
Vera,38049100,Ely,Lake
Vierge,38000700,,Lake
Wabosons,38080600,Prairie Portage,Lake
Wadop,38068100,Happy Wanderer,Lake
Wager,38045800,Forest Center,Lake
Wampus,38068500,Isabella,Lake
Wanless,38004900,Isabella,Lake
Washte,38062600,Prairie Portage,Lake
Watonwan,38007900,Isabella,Lake
Weapon,38043000,Kelly Landing,Lake
Wedge,38071100,Silver Rapids,Lake
West Chub,38067500,Isabella,Lake
Whitefish,38006000,Tofte,Lake
Wilson,38004700,Schroeder,Lake
Wind,38064200,Prairie Portage,Lake
Windy,38006800,Isabella,Lake
Wisini,38036100,Prairie Portage,Lake
Witness,38064300,Ely,Lake
Wood,38072900,Prairie Portage,Lake
Wye,38004200,Isabella,Lake